Marque,Model,Année,Code Postal,Carburant,Emission Co2,Transmission,nbPortes,nbPlace,Kilométrage,Prix
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE PACK,2022,40,Diesel,110-130,Manuelle,5,5,12 200 ,30 430 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2021,84,Diesel,110-130,Manuelle,5,5,47 296 ,16 780 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV FEEL BV6,2022,31,Diesel,110-130,Manuelle,5,5,15 444 ,31 180 
RENAULT CLIO 2 CAMPUS,II (2) CAMPUS 1.5 DCI 70 5P,2008,75,Diesel,110-130,Manuelle,5,5,105 412 ,6 130 
OPEL CROSSLAND,(2) 1.5 DIESEL 110 ELEGANCE,2020,77,Diesel,110-130,Manuelle,5,5,6 000 ,29 280 
VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 115 STYLE 1ST BV6,2021,1,Diesel,110-130,Manuelle,5,5,21 090 ,28 380 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2022,10,Diesel,110-130,Manuelle,5,5,11 ,24 390 
OPEL INSIGNIA 2 SPORTS TOURER,II SPORTS TOURER 1.6 DIESEL 136 EDITION BUSINESS,2017,26,Diesel,110-130,Manuelle,5,5,72 853 ,23 230 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE PACK,2022,30,Diesel,110-130,Manuelle,5,5,9 477 ,20 500 
PEUGEOT 3008,(2) 2.0 BLUEHDI 150 S&S FELINE,2014,66,Diesel,110-130,Manuelle,5,5,217 929 ,11 380 
MINI COUNTRYMAN 2,II COOPER D ALL4 150 BV6,2018,31,Diesel,110-130,Manuelle,5,5,82 415 ,25 420 
FIAT TIPO 2 SW,II SW 1.6 MULTIJET 120 S/S LOUNGE,2018,34,Diesel,110-130,Manuelle,5,5,59 775 ,14 280 
ALFA ROMEO GIULIETTA 3,III (2) 2.0 JTDM 150 S/S EXCLUSIVE,2014,13,Diesel,110-130,Manuelle,5,5,86 196 ,15 100 
RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS,2015,83,Diesel,110-130,Manuelle,5,5,80 158 ,17 340 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S C-SERIES BV6,2022,73,Diesel,110-130,Manuelle,5,5,30 039 ,35 220 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 LIMITED 21N,2022,1,Diesel,110-130,Manuelle,5,5,8 775 ,30 400 
OPEL MOKKA 2,II 1.5 DIESEL 110 ELEGANCE,2022,84,Diesel,110-130,Manuelle,5,5,122 ,34 030 
JEEP RENEGADE,(2) 1.6 MULTIJET S&S 120 LIMITED,2020,13,Diesel,110-130,Manuelle,5,5,33 600 ,22 740 
OPEL ASTRA 5 SPORTS TOURER,V (2) SPORTS TOURER 1.5 DIESEL 122 EDITION BUSINESS,2021,13,Diesel,110-130,Manuelle,5,5,35 595 ,19 980 
NISSAN QASHQAI,(2) 1.6 DCI 130 STOP/START TEKNA ALL-MODE,2014,32,Diesel,110-130,Manuelle,5,5,108 894 ,19 660 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2021,13,Diesel,110-130,Manuelle,5,5,6 ,25 830 
OPEL ASTRA 5,V (2) 1.5 DIESEL 122 EDITION,2021,67,Diesel,110-130,Manuelle,5,5,21 284 ,21 760 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S STYLE,2020,13,Diesel,110-130,Manuelle,5,5,60 ,36 440 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE BV6,2019,69,Diesel,110-130,Manuelle,5,5,42 885 ,33 620 
PEUGEOT 3008,(2) 1.6 HDI 115 FAP BUSINESS,2014,93,Diesel,110-130,Manuelle,5,5,144 169 ,9 450 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2019,83,Diesel,110-130,Manuelle,5,5,22 852 ,17 380 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 100 S&S FEEL BUSINESS BV6,2021,49,Diesel,110-130,Manuelle,5,5,36 097 ,19 780 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 100 ACTIVE BV6,2021,28,Diesel,110-130,Manuelle,5,5,35 667 ,24 730 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BUSINESS BV6,2019,37,Diesel,110-130,Manuelle,5,5,32 320 ,17 630 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BUSINESS BV6,2022,6,Diesel,110-130,Manuelle,5,5,12 123 ,18 710 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 115 BUSINESS,2021,33,Diesel,110-130,Manuelle,5,5,6 282 ,22 200 
RENAULT SCENIC 3,III 1.6 DCI 130 ENERGY FAP EXCEPTION ECO2,2012,16,Diesel,110-130,Manuelle,5,5,157 260 ,7 020 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 CONNECT BV6,2017,34,Diesel,110-130,Manuelle,5,5,63 051 ,32 760 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2018,37,Diesel,110-130,Manuelle,5,5,46 905 ,20 810 
JEEP RENEGADE,(2) 1.6 MULTIJET S&S 120 LIMITED,2018,45,Diesel,110-130,Manuelle,5,5,51 192 ,20 860 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 115 BUSINESS,2021,59,Diesel,110-130,Manuelle,5,5,16 056 ,22 940 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 BUSINESS,2020,37,Diesel,110-130,Manuelle,5,5,87 964 ,17 100 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,77,Diesel,110-130,Manuelle,5,5,15 180 ,15 910 
OPEL MOKKA 2,II 1.5 DIESEL 110 ELEGANCE,2022,27,Diesel,110-130,Manuelle,5,5,571 ,34 020 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 INTENS 21B,2022,10,Diesel,110-130,Manuelle,5,5,105 ,23 080 
RENAULT CAPTUR,(2) 1.5 DCI 90 INTENS,2017,84,Diesel,110-130,Manuelle,5,5,109 039 ,15 340 
MAZDA CX-5,(2) 2.2 SKYACTIV-D 150 DYNAMIQUE 4X2,2016,85,Diesel,110-130,Manuelle,5,5,80 442 ,23 770 
OPEL MOKKA,1.7 CDTI 130 4X2 ECOFLEX BUSINESS CONNECT,2013,51,Diesel,110-130,Manuelle,5,5,159 500 ,9 330 
RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS,2015,91,Diesel,110-130,Manuelle,5,5,60 756 ,18 060 
DS DS 3 CROSSBACK,1.5 BLUEHDI 100 SO CHIC,2019,29,Diesel,110-130,Manuelle,5,5,23 774 ,27 940 
BMW SERIE 1 F40,(F40) 116D 116 LOUNGE,2021,86,Diesel,110-130,Manuelle,5,5,69 057 ,27 000 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2019,57,Diesel,110-130,Manuelle,5,5,37 508 ,16 980 
CITROEN C3 AIRCROSS,1.5 BLUEHDI 110 S&S SHINE BV6,2020,83,Diesel,110-130,Manuelle,5,5,10 115 ,21 340 
RENAULT CLIO 5,V 1.5 BLUE DCI 115 RS LINE,2021,25,Diesel,110-130,Manuelle,5,5,58 067 ,18 850 
NISSAN QASHQAI 2,II (2) 1.6 DCI 130 TEKNA,2018,69,Diesel,110-130,Manuelle,5,5,72 333 ,18 720 
MINI COUNTRYMAN,COOPER D PACK CHILI,2012,13,Diesel,110-130,Manuelle,5,5,129 710 ,17 250 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,54,Diesel,110-130,Manuelle,5,5,6 000 ,26 580 
DS DS 3 CROSSBACK,1.5 BLUEHDI 100 GRAND CHIC,2021,18,Diesel,110-130,Manuelle,5,5,8 040 ,31 340 
BMW X1 F48,(F48) SDRIVE16D M SPORT,2019,12,Diesel,110-130,Manuelle,5,5,37 670 ,30 770 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BV6,2022,87,Diesel,110-130,Manuelle,5,5,12 ,24 160 
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 150 S&S ALLURE BUSINESS,2018,35,Diesel,110-130,Manuelle,5,5,99 891 ,28 730 
RENAULT KOLEOS 2,II 1.6 DCI 130 ENERGY INTENS 4X2,2017,87,Diesel,110-130,Manuelle,5,5,32 541 ,25 720 
MAZDA CX-5,(2) 2.2 SKYACTIV-D 150 DYNAMIQUE PLUS,2018,83,Diesel,110-130,Manuelle,5,5,90 500 ,23 160 
OPEL ASTRA 5,V (2) 1.5 DIESEL 122 OPEL 2020,2019,30,Diesel,110-130,Manuelle,5,5,40 276 ,20 720 
RENAULT CLIO 5,V 1.5 BLUE DCI 115 6CV INTENS,2021,84,Diesel,110-130,Manuelle,5,5,11 583 ,20 340 
OPEL CROSSLAND,(2) 1.5 DIESEL 110 ELEGANCE,2022,59,Diesel,110-130,Manuelle,5,5,6 569 ,22 130 
VOLVO XC40,D3 ADBLUE 150 BUSINESS BV6,2020,74,Diesel,110-130,Manuelle,5,5,58 912 ,40 300 
RENAULT CLIO 5,V 1.5 BLUE DCI 115 INTENS,2022,31,Diesel,110-130,Manuelle,5,5,2 725 ,22 870 
RENAULT SCENIC 4,IV 1.6 DCI 130 ENERGY BUSINESS,2018,77,Diesel,110-130,Manuelle,5,5,96 828 ,16 530 
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.5 DCI 115 BLUE BUSINESS,2019,41,Diesel,110-130,Manuelle,5,5,32 544 ,24 360 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S C-SERIES BV6,2022,28,Diesel,110-130,Manuelle,5,5,12 063 ,34 790 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 115 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS BV6,2017,19,Diesel,110-130,Manuelle,5,5,91 591 ,28 420 
SEAT ARONA,1.6 TDI 95 S&S STYLE,2020,25,Diesel,110-130,Manuelle,5,5,91 260 ,17 670 
DS DS 3 CROSSBACK,1.5 BLUEHDI 110 SO CHIC,2022,57,Diesel,110-130,Manuelle,5,5,13 ,35 610 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 BUSINESS INTENS,2018,62,Diesel,110-130,Manuelle,5,5,69 263 ,22 590 
JEEP COMPASS 2,II 1.6 MJET 120 LIMITED,2019,75,Diesel,110-130,Manuelle,5,5,64 053 ,24 050 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 95 BUSINESS,2022,51,Diesel,110-130,Manuelle,5,5,11 862 ,21 180 
DACIA DUSTER 2,II 1.5 DCI 110 PRESTIGE 4X2,2017,37,Diesel,110-130,Manuelle,5,5,133 244 ,15 190 
FIAT 500 L,1.3 MULTIJET 85 S/S LOUNGE,2011,47,Diesel,110-130,Manuelle,5,5,142 803 ,10 940 
DACIA DUSTER,(2) 1.5 DCI 110 FAP PRESTIGE 4X4 EURO6,2015,63,Diesel,110-130,Manuelle,5,5,57 600 ,19 180 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS BV6,2018,69,Diesel,110-130,Manuelle,5,5,70 850 ,29 100 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,91,Diesel,110-130,Manuelle,5,5,34 331 ,24 280 
BMW X2 F39,(F39) XDRIVE18D BUSINESS DESIGN,2018,29,Diesel,110-130,Manuelle,5,5,52 481 ,30 960 
OPEL ASTRA 5 SPORTS TOURER,V (2) SPORTS TOURER 1.5 DIESEL 122 EDITION BUSINESS,2021,28,Diesel,110-130,Manuelle,5,5,27 156 ,24 160 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,72,Diesel,110-130,Manuelle,5,5,9 639 ,16 050 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 100 ALLURE BV6,2021,70,Diesel,110-130,Manuelle,5,5,5 725 ,26 050 
VOLKSWAGEN GOLF SPORTSVAN,1.6 TDI 115 BLUEMOTION TECHNOLOGY TRENDLINE BUSINESS,2018,56,Diesel,110-130,Manuelle,5,5,165 479 ,15 230 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,54,Diesel,110-130,Manuelle,5,5,23 718 ,19 230 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2018,17,Diesel,110-130,Manuelle,5,5,42 599 ,15 780 
HONDA CR-V 4,IV (2) 1.6 I-DTEC 120 2WD EXECUTIVE NAVI PLUS,2018,44,Diesel,110-130,Manuelle,5,5,114 496 ,21 750 
OPEL CORSA 4,IV (2) 1.3 CDTI 75 FAP 150EME ANNIVERSAIRE 3P,2013,92,Diesel,110-130,Manuelle,5,5,165 630 ,6 100 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2,2020,41,Diesel,110-130,Manuelle,5,5,41 910 ,18 880 
OPEL CROSSLAND X,1.5 DIESEL 102 OPEL 2020,2019,13,Diesel,110-130,Manuelle,5,5,45 809 ,21 220 
RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS 4WD,2016,76,Diesel,110-130,Manuelle,5,5,96 246 ,20 890 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 S&S STYLE,2020,83,Diesel,110-130,Manuelle,5,5,1 210 ,30 830 
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE INTENS,2019,91,Diesel,110-130,Manuelle,5,5,8 502 ,28 880 
SKODA KAROQ,2.0 TDI 116 CLEVER,2020,10,Diesel,110-130,Manuelle,5,5,6 424 ,28 860 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 150 INTENS,2020,41,Diesel,110-130,Manuelle,5,5,46 252 ,26 660 
BMW X1 F48,(F48) SDRIVE18D LOUNGE,2015,53,Diesel,110-130,Manuelle,5,5,186 676 ,20 320 
PEUGEOT 2008 (2E GENERATION),II 1.5 2008 BLUEHDI 110 S&S BVM6 ALLURE BUSINESS,2022,52,Diesel,110-130,Manuelle,5,5,9 840 ,34 240 
OPEL ASTRA 5 SPORTS TOURER,V (2) SPORTS TOURER 1.5 DIESEL 122 EDITION BUSINESS,2019,59,Diesel,110-130,Manuelle,5,5,28 330 ,18 870 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 115 BUSINESS,2022,16,Diesel,110-130,Manuelle,5,5,12 ,25 860 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE TECHROAD 4X2,2018,34,Diesel,110-130,Manuelle,5,5,53 525 ,19 360 
RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE INTENS,2020,46,Diesel,110-130,Manuelle,5,5,23 413 ,25 600 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,33,Diesel,110-130,Manuelle,5,5,11 510 ,17 410 
FIAT 500 X,(2) 1.6 MULTIJET 120 CITY CROSS,2018,26,Diesel,110-130,Manuelle,5,5,52 743 ,19 950 
PEUGEOT 3008,1.6 HDI 115 FAP FELINE BVM6,2014,73,Diesel,110-130,Manuelle,5,5,178 032 ,9 940 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2020,95,Diesel,110-130,Manuelle,5,5,3 817 ,37 030 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,84,Diesel,110-130,Manuelle,5,5,30 593 ,28 180 
JEEP RENEGADE,1.6 MULTIJET S&S 120 LIMITED ADVANCED TECH,2015,40,Diesel,110-130,Manuelle,5,5,101 088 ,19 780 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 S&S ACTIVE PACK MY21,2022,30,Diesel,110-130,Manuelle,5,5,7 ,28 730 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 95 BUSINESS,2021,76,Diesel,110-130,Manuelle,5,5,10 826 ,19 060 
OPEL INSIGNIA,(2) 1.6 CDTI 136 ECOFLEX ELITE,2019,49,Diesel,110-130,Manuelle,5,5,85 800 ,19 060 
RENAULT KADJAR,1.5 DCI 115 BLUE BUSINESS,2020,59,Diesel,110-130,Manuelle,5,5,27 346 ,18 890 
MINI COUNTRYMAN,COOPER SD 143 ALL4 PACK RED HOT CHILI II,2014,34,Diesel,110-130,Manuelle,5,5,136 584 ,14 820 
PEUGEOT 3008,1.6 HDI 112 FAP ALLURE,2012,30,Diesel,110-130,Manuelle,5,5,138 879 ,10 600 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2018,74,Diesel,110-130,Manuelle,5,5,22 857 ,16 180 
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 30 TDI 116 SPORT,2018,25,Diesel,110-130,Manuelle,5,5,64 118 ,25 940 
DACIA DUSTER,(2) 1.5 DCI 110 SL STEEL 4X2 E6,2016,82,Diesel,110-130,Manuelle,5,5,127 165 ,12 190 
FORD FIESTA 6,VI 1.5 TDCI 85 S&S 4CV TITANIUM 5P,2019,26,Diesel,110-130,Manuelle,5,5,13 759 ,19 500 
FORD FOCUS 4 SW,IV SW 1.5 ECOBLUE 120 ST LINE,2021,87,Diesel,110-130,Manuelle,5,5,30 734 ,26 920 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,78,Diesel,110-130,Manuelle,5,5,40 625 ,21 840 
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 115 BLUE BUSINESS,2021,92,Diesel,110-130,Manuelle,5,5,105 564 ,20 980 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS BV6,2017,69,Diesel,110-130,Manuelle,5,5,148 186 ,24 380 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 BUSINESS 21B,2020,59,Diesel,110-130,Manuelle,5,5,8 898 ,22 450 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,30,Diesel,110-130,Manuelle,5,5,15 985 ,27 580 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2020,1,Diesel,110-130,Manuelle,5,5,27 534 ,17 820 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2021,7,Diesel,110-130,Manuelle,5,5,39 526 ,15 310 
OPEL CROSSLAND X,1.5 DIESEL 102 ELEGANCE,2021,83,Diesel,110-130,Manuelle,5,5,14 496 ,20 570 
BMW X1 F48,(F48) SDRIVE16D BUSINESS DESIGN,2016,24,Diesel,110-130,Manuelle,5,5,66 741 ,25 130 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 95 INTENS,2019,76,Diesel,110-130,Manuelle,5,5,17 307 ,23 770 
KIA SPORTAGE 4,IV 2.0 CRDI 136 ISG GT LINE 2WD,2017,47,Diesel,110-130,Manuelle,5,5,69 466 ,21 010 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2020,67,Diesel,110-130,Manuelle,5,5,40 265 ,33 150 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE ESSENTIEL 4X4,2018,5,Diesel,110-130,Manuelle,5,5,53 127 ,22 400 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 95 INTENS,2020,42,Diesel,110-130,Manuelle,5,5,4 620 ,24 730 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,62,Diesel,110-130,Manuelle,5,5,12 380 ,25 500 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE BUSINESS BV6,2022,78,Diesel,110-130,Manuelle,5,5,9 321 ,23 650 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,37,Diesel,110-130,Manuelle,5,5,15 766 ,17 430 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2,2019,59,Diesel,110-130,Manuelle,5,5,40 628 ,19 620 
CITROEN C4 CACTUS,(2) 1.5 BLUEHDI 100 S&S SHINE BV6,2021,68,Diesel,110-130,Manuelle,5,5,43 125 ,20 580 
OPEL MOKKA 2,II 1.5 DIESEL 110 ELEGANCE,2022,13,Diesel,110-130,Manuelle,5,5,12 091 ,25 660 
CITROEN C4 AIRCROSS,1.6 HDI 115 S&S 4X2 CONFORT BV6,2017,93,Diesel,110-130,Manuelle,5,5,61 534 ,14 430 
JEEP RENEGADE,(2) 1.6 MULTIJET S&S 120 LIMITED,2020,13,Diesel,110-130,Manuelle,5,5,52 439 ,23 180 
DACIA DUSTER,(2) 1.5 DCI 110 BLACK TOUCH 4X2,2019,76,Diesel,110-130,Manuelle,5,5,67 693 ,15 790 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 S&S ACTIVE BUSINESS,2022,48,Diesel,110-130,Manuelle,5,5,28 172 ,26 160 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2,2020,37,Diesel,110-130,Manuelle,5,5,40 308 ,18 910 
DACIA DUSTER,(2) 1.5 DCI 110 BLACK TOUCH 4X2,2016,83,Diesel,110-130,Manuelle,5,5,62 146 ,16 120 
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 110 S&S SHINE BV6,2022,79,Diesel,110-130,Manuelle,5,5,3 427 ,26 480 
VOLKSWAGEN CADDY 5,V 2.0 TDI 122 LIFE BV6,2020,83,Diesel,110-130,Manuelle,5,5,18 ,33 910 
RENAULT KADJAR,1.5 DCI 115 BLUE INTENS,2018,33,Diesel,110-130,Manuelle,5,5,62 356 ,23 430 
BMW X1 F48,(F48) SDRIVE18D XLINE,2019,25,Diesel,110-130,Manuelle,5,5,41 900 ,29 910 
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S GT,2020,24,Diesel,110-130,Manuelle,5,5,14 756 ,29 850 
RENAULT SCENIC 3,III (2) 1.5 DCI 110 FAP BUSINESS,2013,31,Diesel,110-130,Manuelle,5,5,164 206 ,8 730 
VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 115 LIFE BUSINESS 1ST BV6,2019,17,Diesel,110-130,Manuelle,5,5,99 023 ,23 610 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S C-SERIES,2020,9,Diesel,110-130,Manuelle,5,5,3 885 ,22 750 
FIAT TIPO 2 CROSS,II CROSS 1.6 MULTIJET 130 S/S PLUS,2022,28,Diesel,110-130,Manuelle,5,5,11 ,26 630 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2019,5,Diesel,110-130,Manuelle,5,5,42 868 ,16 950 
BMW X1 F48,(F48) SDRIVE18D LOUNGE,2017,66,Diesel,110-130,Manuelle,5,5,100 332 ,21 490 
AUDI Q2,1.6 TDI 116 S LINE,2018,87,Diesel,110-130,Manuelle,5,5,80 013 ,28 130 
OPEL CROSSLAND X,1.5 DIESEL 102 ELEGANCE,2021,86,Diesel,110-130,Manuelle,5,5,23 866 ,22 020 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2022,6,Diesel,110-130,Manuelle,5,5,16 093 ,18 130 
NISSAN JUKE,(2) 1.5 DCI 110 N-CONNECTA EURO6,2018,55,Diesel,110-130,Manuelle,5,5,39 382 ,19 820 
CITROEN C3 AIRCROSS,1.5 BLUEHDI 110 S&S SHINE BV6,2022,6,Diesel,110-130,Manuelle,5,5,5 317 ,23 990 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 100 S&S ACTIVE BUSINESS,2021,74,Diesel,110-130,Manuelle,5,5,32 614 ,23 770 
RENAULT CAPTUR,(2) 1.5 DCI 90 ENERGY BUSINESS ECO2,2020,38,Diesel,110-130,Manuelle,5,5,42 829 ,17 530 
KIA SPORTAGE 4,IV 1.7 CRDI 115 ISG GT LINE 2WD,2019,59,Diesel,110-130,Manuelle,5,5,106 475 ,19 720 
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.5 DCI 115 BLUE BUSINESS,2021,59,Diesel,110-130,Manuelle,5,5,51 364 ,21 650 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE BV6,2017,89,Diesel,110-130,Manuelle,5,5,83 897 ,31 010 
DACIA DUSTER 2,II 1.5 DCI 110 ESSENTIEL 4X4,2019,13,Diesel,110-130,Manuelle,5,5,92 668 ,16 520 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 BUSINESS,2021,59,Diesel,110-130,Manuelle,5,5,41 180 ,21 330 
PEUGEOT PARTNER 2 TEPEE,II (3) 1.6 BLUEHDI 100 ACTIVE,2015,33,Diesel,110-130,Manuelle,5,5,56 245 ,17 830 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 INTENS,2022,25,Diesel,110-130,Manuelle,5,5,20 813 ,24 280 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 SL WAVE,2020,25,Diesel,110-130,Manuelle,5,5,89 482 ,19 530 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 INTENS 21B,2020,13,Diesel,110-130,Manuelle,5,5,9 810 ,34 250 
FORD FOCUS 4 SW,IV SW 1.5 ECOBLUE 120 TITANIUM X,2021,51,Diesel,110-130,Manuelle,5,5,17 538 ,23 160 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 INTENS 21B,2022,13,Diesel,110-130,Manuelle,5,5,9 450 ,33 000 
HYUNDAI TUCSON 3,III 2.0 CRDI 136 EXECUTIVE,2016,84,Diesel,110-130,Manuelle,5,5,104 871 ,20 040 
DS DS 3 CROSSBACK,1.5 BLUEHDI 100 PERFORMANCE LINE,2021,29,Diesel,110-130,Manuelle,5,5,10 869 ,34 580 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 S&S ALLURE,2022,33,Diesel,110-130,Manuelle,5,5,23 668 ,29 250 
FORD MONDEO 4,IV (2) 2.0 ECOBLUE 150 TITANIUM BV6 5P,2018,25,Diesel,110-130,Manuelle,5,5,63 056 ,24 990 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BV6,2020,31,Diesel,110-130,Manuelle,5,5,9 613 ,19 960 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2021,77,Diesel,110-130,Manuelle,5,5,60 245 ,17 950 
AUDI Q3,(2) 2.0 TDI 120 AMBIENTE,2017,60,Diesel,110-130,Manuelle,5,5,86 800 ,27 760 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2019,47,Diesel,110-130,Manuelle,5,5,36 119 ,16 220 
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2020,30,Diesel,110-130,Manuelle,5,5,31 506 ,21 390 
JEEP RENEGADE,1.6 MULTIJET S&S 95 BROOKLYN EDITION,2019,14,Diesel,110-130,Manuelle,5,5,123 254 ,20 720 
RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS 4WD,2017,77,Diesel,110-130,Manuelle,5,5,89 646 ,25 910 
OPEL ASTRA 5,V (2) 1.5 DIESEL 122 OPEL 2020,2021,77,Diesel,110-130,Manuelle,5,5,36 363 ,21 060 
